Protein IDs	Peptides	Razor + unique peptides	Unique peptides	Score	Intensity	LFQ intensity KES1	LFQ intensity KES2	LFQ intensity KES3	LFQ intensity PBS1	LFQ intensity PBS2	LFQ intensity PBS3	LFQ intensity W1	LFQ intensity W2	LFQ intensity W3	Only identified by site	Reverse	Potential contaminant	id
MH0186_GL0027403;MH0169_GL0127130	4	4	4	0.0	147525000	21193000	15762000	17637000	15612000	13978000	16452000	14535000	15646000	16710000				3535
MH0186_GL0034148;MH0161_GL0124442;O2.UC48-0_GL0115016;V1.CD31-0_GL0117773;V1.CD7-4_GL0048452;MH0292_GL0113834;556261.HMPREF0240_02702;V1.UC6-0_GL0091160	8	8	4	0.0	296605800	0	1748800	0	69133000	33891000	64951000	32102000	51684000	43096000				3536
MH0186_GL0035103	3	3	3	0.0	29957100	0	0	0	5766100	5011000	4487800	4607700	4020900	6063600				3537
MH0187_GL0001369;763840445-stool1_revised_scaffold4303_1_gene91361;O2.UC9-1_GL0166778;V1.CD45-0_GL0146351;MH0251_GL0129913;MH0432_GL0039500;V1.UC15-3_GL0152301;O2.UC18-2_GL0019239;MH0142_GL0072537;MH0271_GL0139397;MH0309_GL0061034;MH0453_GL0165180;MH0391_GL0076115;SZEY-37A_GL0026767;MH0292_GL0088478;N064A_GL0036132	28	28	26	0.0	1011428390	470540	752360	429490	198270000	72966000	185090000	176460000	176150000	200840000				3538
MH0187_GL0003897	5	5	5	0.0	80966000	0	0	0	17354000	17335000	11386000	10694000	10323000	13874000				3539
MH0187_GL0007837	12	12	12	0.0	406332000	4672700	0	4796300	42819000	44501000	45717000	45886000	40950000	176990000				3540
MH0187_GL0019216	9	1	0	0.0	14543300	1236000	2804200	1330400	1538800	1482200	1652400	1549300	1454900	1495100				3541
MH0187_GL0022290;O2.UC4-1_GL0096905;MH0370_GL0056112;MH0433_GL0041897;MH0088_GL0063884;T2D-47A_GL0062105;MH0014_GL0114916;V1.CD10-0_GL0018126;MH0188_GL0107112;V1.CD3-0-PN_GL0018674;O2.UC32-0_GL0051002	6	6	6	0.0	530084130	1996000	885530	1204600	100860000	50305000	117120000	111200000	66758000	79755000				3542
MH0187_GL0043654;MH0365_GL0085233	42	2	0	0.0	70212100	7517400	8733900	6331400	5893300	7632200	9573500	8974200	8751100	6805100				3543
MH0187_GL0052203	3	2	2	0.0	24823000	0	0	0	4044700	2338500	5149700	4199600	2171400	6919100				3544
MH0187_GL0052952;MH0116_GL0011665;T2D-108A_GL0003768;MH0205_GL0022602;MH0385_GL0146671;MH0288_GL0093098;V1.FI14_GL0144441;NOF006_GL0000806;MH0189_GL0005964;N084A_GL0037474;MH0160_GL0067822;V1.UC17-0_GL0009558;MH0165_GL0029237;MH0095_GL0044212;MH0064_GL0038281;V1.UC39-4_GL0145471;MH0362_GL0035560;764588959-stool1_revised_C758798_1_gene51205;MH0336_GL0073250;V1.FI34_GL0105316;V1.CD44-0_GL0006688;V1.CD12-3_GL0042719;MH0200_GL0116682;556263.FSEG_01141;V1.UC50-1_GL0159253;MH0373_GL0092036;MH0238_GL0186387;MH0203_GL0267836;MH0257_GL0135963;MH0382_GL0111770	19	19	3	0.0	2147483647	12389000	35288000	7589900	2147483647	2147483647	2147483647	2147483647	2147483647	2147483647				3545
T2D-113A_GL0141568;MH0187_GL0064758;N087A_GL0067475;MH0381_GL0148015;MH0179_GL0072584;N085A_GL0012737;T2D-133A_GL0073861;MH0198_GL0136592;158499257-stool2_revised_C1272163_1_gene213781;160421117-stool1_revised_C318457_1_gene4978;158924089-stool1_revised_scaffold10929_1_gene59291;T2D-118A_GL0087567;MH0152_GL0004870;MH0016_GL0021053;765094712-stool1_revised_scaffold6043_1_gene16282;159207311-stool2_revised_scaffold33343_1_gene164907;MH0238_GL0010084;MH0439_GL0010945;MH0402_GL0069798;V1.UC26-4_GL0170523;T2D-135A_GL0121436;MH0016_GL0047113;DOM005_GL0025939;V1.FI02_GL0049012;T2D-48A_GL0076444;MH0154_GL0009708;O2.UC57-2_GL0026839;V1.UC17-2_GL0064761;V1.UC57-0_GL0014852;T2D-110A_GL0018878;MH0070_GL0032418;MH0192_GL0069458;MH0057_GL0016550;ED13A_GL0032802;O2.UC8-0_GL0128499;MH0101_GL0077101;MH0068_GL0057246;MH0039_GL0047322;V1.UC41-0_GL0002184;T2D-109A_GL0065926;O2.UC31-1_GL0116093;O2.UC1-1_GL0072053;MH0435_GL0137734;MH0407_GL0015940;MH0314_GL0115831;MH0290_GL0093933;MH0281_GL0044379;MH0265_GL0146338;MH0243_GL0017716;MH0140_GL0025463;MH0069_GL0081325;MH0055_GL0057112;MH0046_GL0037104;MH0025_GL0083872;MH0004_GL0027424;MH0003_GL0069546;O2.UC23-2_GL0089762;MH0006_GL0016758;MH0287_GL0046897;MH0158_GL0018115;159247771-stool1_revised_C665086_1_gene44546;T2D-63A_GL0021419;MH0055_GL0052728;V1.FI17_GL0160255;MH0246_GL0050366;763597684-stool1_revised_scaffold72007_2_gene140897;V1.CD3-3-PN_GL0049976;V1.CD15-3_GL0088153;T2D-51A_GL0135887;O2.UC24-2_GL0132851;O2.UC11-1_GL0016380;MH0274_GL0032157;MH0243_GL0112004;MH0239_GL0034729;MH0229_GL0064188;MH0189_GL0026766;MH0181_GL0112058;MH0097_GL0026943;MH0050_GL0059176;MH0041_GL0033473;MH0037_GL0005438;MH0020_GL0029977;MH0014_GL0097760;765560005-stool1_revised_scaffold36_1_gene84960;764588959-stool1_revised_scaffold4416_2_gene48623;V1.UC29-0_GL0069994;T2D-112A_GL0092039;MH0441_GL0080505;MH0145_GL0002369;MH0047_GL0036656;N035A_GL0001207;T2D-12A_GL0008102;MH0447_GL0093083;MH0314_GL0079131;MH0298_GL0171703;MH0309_GL0068378;160765029-stool1_revised_scaffold15381_1_gene121916;MH0106_GL0059105	6	6	1	0.0	73784000	12240000	8722600	10284000	7725000	6383600	6506800	6509300	8351000	7061700				3546
MH0187_GL0065097;SZEY-97A_GL0079612;V1.FI24_GL0121215;MH0377_GL0210507;MH0086_GL0022343;O2.UC55-2_GL0136714;T2D-33A_GL0014671;MH0351_GL0114692;MH0198_GL0168160;765074482-stool2_revised_scaffold46617_1_gene169532;MH0234_GL0064198	24	24	9	0.0	676070500	6989800	5971600	4325100	64384000	168000000	167210000	53500000	88820000	116870000				3547
MH0187_GL0067613	26	1	0	0.0	22620800	7558600	4511100	6477000	0	0	0	1631400	0	2442700				3548
MH0187_GL0074604	1	1	1	0.0	17218000	0	0	0	3490100	4088700	2597900	2447200	1235200	3358900				3549
MH0187_GL0085755;MH0446_GL0203266;MH0090_GL0107743;MH0037_GL0054761;MH0036_GL0001188;O2.UC22-0_GL0034257;763597684-stool1_revised_scaffold53529_1_gene58368;158499257-stool1_revised_scaffold30568_1_gene179401;MH0308_GL0046929;MH0284_GL0100109;MH0253_GL0095119	14	6	0	0.0	454005000	84534000	107580000	89714000	18559000	21623000	35634000	56789000	21486000	18086000				3550
MH0187_GL0100662;MH0002_GL0003775;MH0002_GL0019756;DLM028_GL0012197;MH0385_GL0126687;MH0288_GL0021416;MH0385_GL0149178;MH0420_GL0020671;MH0011_GL0055426;MH0428_GL0158146;MH0124_GL0011964;159207311-stool2_revised_scaffold7119_1_gene126579;MH0139_GL0000168;T2D-62A_GL0044589;MH0191_GL0006470	22	22	6	0.0	2147483647	197740000	120130000	225710000	502160000	431760000	372230000	365260000	407190000	605020000				3551
MH0187_GL0100669;MH0404_GL0118112;V1.UC50-1_GL0182629;764669880-stool1_revised_scaffold7502_1_gene44063;NOF007_GL0017611;O2.UC13-0_GL0019726;MH0370_GL0076385;MH0077_GL0000913;MH0377_GL0022395;MH0415_GL0004003;V1.UC30-0_GL0135415;O2.UC51-2_GL0135123;O2.UC19-2_GL0013933;MH0351_GL0119256;MH0199_GL0124801;V1.CD54-0_GL0121642;T2D-31A_GL0097526;O2.UC15-1_GL0130589;MH0131_GL0165436;V1.UC55-0_GL0245456;V1.FI05_GL0128992;O2.UC44-1_GL0006891;MH0211_GL0195625;MH0090_GL0008153;MH0038_GL0035520;MH0005_GL0015705;MH0345_GL0123152;T2D-105A_GL0061221;O2.UC2-1_GL0100252;MH0385_GL0144906;MH0111_GL0084084;MH0169_GL0077179;MH0006_GL0055056;MH0437_GL0259292;MH0455_GL0016761;MH0089_GL0006955;MH0329_GL0149694;638754422-stool2_revised_C576340_1_gene84507;V1.CD55-0_GL0070178;MH0143_GL0076053;V1.UC47-4_GL0065553	10	10	4	0.0	170602600	0	6645600	0	19903000	25691000	33406000	28398000	25383000	31176000				3552
MH0187_GL0105136;MH0364_GL0052580	16	1	0	0.0	8259300	1954000	1954200	2465800	1885300	0	0	0	0	0				3553
MH0187_GL0107351;553171.HMPREF0648_1673	8	2	2	0.0	311050000	47702000	50743000	52879000	25076000	40858000	22374000	19687000	26201000	25530000				3554
MH0187_GL0112160	3	1	1	0.0	24060700	0	0	0	0	4589900	4803600	4054300	4662200	5950700				3555
MH0187_GL0123869;MH0385_GL0042146;MH0377_GL0068523;MH0058_GL0007465;V1.FI24_GL0128362;SZEY-106A_GL0114773;O2.UC36-0_GL0040218;MH0403_GL0057341;MH0370_GL0127056;763536994-stool1_revised_scaffold9977_1_gene13266;MH0385_GL0029349;MH0372_GL0114040;MH0358_GL0129046;MH0301_GL0073697;MH0251_GL0151880;MH0221_GL0024359;MH0188_GL0049750;T2D-47A_GL0098576;MH0288_GL0095345;MH0006_GL0105852;N032A_GL0009130;V1.UC55-4_GL0137736;NLF002_GL0046669;O2.UC59-2_GL0054619;MH0006_GL0177490;V1.FI18_GL0061715;MH0233_GL0002681;MH0065_GL0041642;MH0462_GL0164916;V1.FI33_GL0013909;MH0389_GL0002039;T2D-19A_GL0062007;737052003-stool1_revised_scaffold30867_1_gene43420;V1.CD21-0_GL0023274;MH0197_GL0166327;O2.UC49-0_GL0020444;MH0149_GL0016514;MH0012_GL0190358;MH0205_GL0038191;MH0113_GL0054344;MH0086_GL0032944;V1.FI17_GL0149015;MH0372_GL0035697;MH0012_GL0171497;V1.UC11-0_GL0075634;V1.CD3-0-PN_GL0020378;O2.UC35-0_GL0053793;MH0336_GL0013338;MH0247_GL0002344;MH0246_GL0046029;MH0055_GL0032717;MH0015_GL0039438;MH0009_GL0005861;MH0006_GL0167127;MH0001_GL0012699;717962.CC1_19990;158944319-stool1_revised_scaffold29787_1_gene8526;MH0011_GL0054645;MH0275_GL0041167;MH0039_GL0033561;V1.FI17_GL0142304;MH0134_GL0010524;246515023-stool1_revised_C284164_1_gene4935;T2D-62A_GL0007221;V1.CD7-4_GL0026747;NOM017_GL0008021;MH0100_GL0091949;V1.CD45-0_GL0168796;MH0086_GL0040826;MH0348_GL0140804	13	13	11	0.0	618916640	0	914640	0	137090000	58147000	101820000	124420000	114280000	82245000				3556
MH0187_GL0128928;MH0073_GL0031403;SZEY-60A_GL0028631;DOM022_GL0090323;NLF002_GL0014620;T2D-33A_GL0146256;MH0045_GL0033359;V1.UC52-0_GL0020050;MH0443_GL0042730;MH0271_GL0118898;MH0067_GL0000483;MH0193_GL0150619;O2.UC12-2_GL0135939;MH0389_GL0034666;O2.CD3-0-PT_GL0098956;MH0143_GL0029041;MH0012_GL0102277;MH0172_GL0001667;MH0044_GL0062555;O2.UC2-1_GL0090085;158337416-stool2_revised_scaffold21679_1_gene124938;MH0370_GL0061568;764062976-stool2_revised_C1064673_1_gene126735;MH0072_GL0004922;NLF007_GL0005195;MH0451_GL0120217;V1.UC5-3_GL0129197;V1.FI15_GL0108599;MH0367_GL0014588;N037A_GL0081906;O2.CD3-0-PT_GL0179280;MH0436_GL0022574;O2.UC47-1_GL0003057;MH0276_GL0128353;764447348-stool2_revised_C802282_1_gene5823;V1.FI14_GL0261343;MH0441_GL0004745;MH0086_GL0079261;V1.UC16-0_GL0042750;V1.FI05_GL0131306;MH0239_GL0128428;MH0086_GL0074863;MH0373_GL0079465;V1.UC55-4_GL0248402;V1.UC11-5_GL0023788;V1.UC47-4_GL0080067;MH0143_GL0100903;MH0086_GL0091063;MH0001_GL0016167;MH0382_GL0065806;O2.UC2-0_GL0049793;MH0451_GL0127207;MH0198_GL0099875;MH0187_GL0150402;MH0124_GL0104460;MH0122_GL0057560;MH0239_GL0133512;MH0345_GL0001653;MH0035_GL0034558;MH0276_GL0168444;160704339-stool1_revised_scaffold26808_2_gene169615;158742018-stool1_revised_C791897_1_gene55422;MH0316_GL0073092;445972.ANACOL_02995;MH0102_GL0132988;MH0188_GL0159795;MH0135_GL0003099;O2.UC18-1_GL0129418;HT14A_GL0101895;MH0446_GL0091306;158337416-stool1_revised_C1138236_1_gene146520;MH0222_GL0085041;O2.UC21-1_GL0166094;MH0153_GL0079224;MH0220_GL0095832;MH0189_GL0002439;MH0416_GL0136822;V1.UC11-0_GL0009749;MH0309_GL0086518;MH0022_GL0006201;MH0212_GL0155110;DLM019_GL0060501;V1.FI17_GL0211771;MH0262_GL0082335;O2.UC50-0_GL0041518;MH0440_GL0171425;158802708-stool2_revised_C992150_1_gene157828;MH0450_GL0128101;MH0035_GL0000435;V1.UC12-4_GL0037768;MH0220_GL0053120;MH0456_GL0045400;O2.UC48-0_GL0252959;ED12A_GL0095796;O2.UC53-0_GL0049899;T2D-70A_GL0178252;MH0238_GL0090773;O2.UC19-1_GL0034256;MH0101_GL0000667;T2D-11A_GL0048098;V1.FI04_GL0062114;N020A_GL0054640;O2.UC48-1_GL0225008;159227541-stool3_revised_C727092_1_gene130453;V1.CD25-4_GL0000090;V1.UC49-1_GL0157858;764062976-stool1_revised_scaffold38423_1_gene141682;MH0272_GL0023385;T2D-47A_GL0133170;158499257-stool2_revised_scaffold16750_1_gene28786;V1.UC11-5_GL0161898;O2.UC24-2_GL0025283;159753524-stool2_revised_C580124_1_gene21630;MH0262_GL0044157;V1.UC57-0_GL0038106;MH0389_GL0172220;MH0433_GL0239821;DOF010_GL0045705;MH0333_GL0001905;MH0197_GL0151679;V1.FI05_GL0118101;MH0077_GL0073717;O2.UC40-1_GL0080755;MH0389_GL0143349;MH0385_GL0022369;MH0437_GL0130511;MH0348_GL0050004;HT14A_GL0067887;MH0012_GL0040226;MH0406_GL0136940;SZEY-62A_GL0064173;MH0197_GL0057472;HT14A_GL0094103;MH0451_GL0128927;MH0329_GL0151353;O2.UC52-2_GL0157333;MH0418_GL0201222;MH0050_GL0066357;O2.UC40-1_GL0004357;O2.UC11-1_GL0163431;MH0406_GL0155709;MH0033_GL0017780;MH0227_GL0037703;MH0446_GL0004931;MH0233_GL0013666;MH0197_GL0158195;537013.CLOSTMETH_03188;160704339-stool1_revised_C1412905_1_gene112519;V1.UC36-0_GL0022665;445971.ANASTE_00049;V1.FI05_GL0043001;V1.CD54-0_GL0040709;O2.UC19-2_GL0046282;MH0406_GL0172380;MH0373_GL0148771;MH0337_GL0139614;MH0302_GL0025450;MH0247_GL0145227;MH0188_GL0198902;O2.UC36-2_GL0048800;O2.UC30-1_GL0000915;MH0402_GL0190450;MH0173_GL0024269;MH0125_GL0064368;T2D-102A_GL0009272;O2.UC40-2_GL0025154;MH0058_GL0028167;MH0003_GL0049704;DLF012_GL0010346;NLM029_GL0002832;MH0137_GL0078128;MH0102_GL0123077;V1.UC17-2_GL0043969;MH0447_GL0266761;MH0441_GL0118825;MH0370_GL0105373;MH0233_GL0123560;MH0211_GL0036737;N046A_GL0081132;MH0406_GL0058415;MH0355_GL0111595;MH0271_GL0092532;MH0153_GL0060596;MH0143_GL0111117;MH0336_GL0046519;V1.UC37-0_GL0061341;O2.UC41-1_GL0191830;MH0371_GL0010471;MH0161_GL0070207;V1.UC30-0_GL0107963;V1.UC11-5_GL0134349;MH0100_GL0040216;V1.UC13-0_GL0060335;764062976-stool1_revised_C1284927_1_gene72743;V1.UC26-0_GL0150414;MH0412_GL0132232;MH0419_GL0109028;MH0227_GL0099718;MH0067_GL0004646;NLM026_GL0050527;MH0083_GL0075316;MH0136_GL0018779;MH0028_GL0070021;MH0013_GL0008878;MH0185_GL0134864;MH0336_GL0037515;MH0397_GL0044472;MH0002_GL0028778;158337416-stool1_revised_C1269062_1_gene221031;MH0369_GL0127866;O2.UC48-0_GL0075249;MH0412_GL0024298;O2.UC54-0_GL0007919;MH0345_GL0142959	11	11	3	0.0	310719000	0	0	0	54704000	52231000	47815000	46009000	38304000	71656000				3557
MH0187_GL0130873	9	2	2	0.0	13019470	0	0	0	0	590270	2943300	4571000	4914900	0				3558
MH0187_GL0132890;V1.FI24_GL0042657;MH0385_GL0019833;MH0385_GL0086416;NOM026_GL0042546;T2D-2A_GL0065849;MH0011_GL0022155;DOF010_GL0022771;MH0389_GL0065915;SZEY-78A_GL0083254;N083A_GL0084692;MH0451_GL0044808;MH0333_GL0012815;MH0288_GL0001663;T2D-12A_GL0079816;MH0420_GL0058832;BGI-06A_GL0040445;MH0197_GL0137873	25	25	23	0.0	2147483647	1568500	1587400	251580	570800000	285820000	229730000	537280000	439020000	288490000				3559
MH0187_GL0132900;MH0385_GL0179057;DLM008_GL0034406;MH0100_GL0064611;MH0253_GL0034674;V1.CD29-0_GL0010225;N084A_GL0058953;MH0189_GL0090124;MH0262_GL0015450;MH0358_GL0138462;MH0262_GL0005285;O2.UC18-1_GL0143783;V1.FI37_GL0222534;MH0357_GL0182096;MH0298_GL0168560;DLM008_GL0019311;T2D-108A_GL0033279;V1.FI14_GL0220062;MH0183_GL0129547;MH0041_GL0057823;MH0131_GL0121177;MH0412_GL0171856;MH0367_GL0172388;MH0012_GL0032745	27	27	27	0.0	1102806000	1214100	569850	782050	178670000	200380000	211590000	150800000	175290000	183510000				3560
MH0187_GL0148624	20	1	1	0.0	43107000	7166100	9548200	4791200	3809500	5856300	2502100	2806900	5439400	1187300				3561
MH0187_GL0157613;MH0092_GL0110608;MH0274_GL0147017;MH0055_GL0015531;MH0047_GL0009585;MH0011_GL0045307;MH0181_GL0097703;MH0107_GL0029435;MH0047_GL0013061;MH0011_GL0051226;MH0243_GL0126706;V1.CD19-0_GL0135146;MH0006_GL0115269;158499257-stool1_revised_scaffold19346_1_gene26479;158499257-stool1_revised_scaffold17095_1_gene90682	11	2	2	0.0	122064300	8110500	7225000	6550800	16416000	18660000	18551000	17548000	15397000	13606000				3562
MH0187_GL0157822;MH0152_GL0067357;V1.UC57-0_GL0101873;MH0415_GL0060863;MH0238_GL0032515	15	1	0	0.0	4220000	0	4220000	0	0	0	0	0	0	0				3563
MH0188_GL0001615;O2.UC36-0_GL0147885;V1.CD32-4_GL0121916	15	3	2	0.0	149624300	6472400	6436600	5636300	22864000	17703000	31621000	24295000	19445000	15151000				3564
MH0188_GL0004696;O2.UC44-2_GL0109611;O2.UC24-1_GL0151463;MH0131_GL0085883;MH0233_GL0113463;MH0101_GL0069041;MH0233_GL0051806;MH0193_GL0177329;O2.UC8-1_GL0168246;MH0343_GL0000107;V1.FI10_GL0036781;MH0358_GL0066316;MH0433_GL0105275;O2.CD3-0-PT_GL0098065;V1.CD17-0_GL0107637;MH0370_GL0054130;MH0239_GL0172619;MH0233_GL0118391;MH0088_GL0044507;562983.HMPREF0433_00601;V1.CD3-0-PT_GL0009892	4	4	4	0.0	55676340	2411400	1197100	815440	8460300	7292200	10287000	11298000	8935900	4979000				3565
MH0462_GL0174877;MH0188_GL0007493	9	5	5	0.0	117702700	1138100	1827000	0	19619000	15535000	41382000	16257000	9790600	12154000				3566
MH0188_GL0007494;V1.CD46-0_GL0061083	11	10	9	0.0	222502600	2301700	3257300	1639600	62477000	42222000	30811000	36936000	15666000	27192000				3567
T2D-102A_GL0109042;SZEY-99A_GL0018005;O2.UC20-1_GL0081477;V1.UC38-4_GL0094576;MH0188_GL0010195;N066A_GL0096643;MH0434_GL0137932;NLM031_GL0013131;O2.UC2-1_GL0165574	2	2	2	0.0	31669000	0	0	0	6572900	5992700	6966500	2440600	7236500	2459800				3568
MH0188_GL0020211;V1.UC38-0_GL0112828;MH0370_GL0058749;MH0345_GL0047547	9	9	1	0.0	598503000	107010000	151150000	121650000	49299000	28648000	29786000	34989000	45994000	29977000				3569
MH0188_GL0022148;V1.UC40-1_GL0049804	6	6	6	0.0	165918700	5070700	15833000	0	21625000	23875000	29268000	24648000	24797000	20802000				3570
MH0188_GL0025245;518635.BIFANG_02834;V1.CD7-0-PN_GL0004102;MH0356_GL0183680	12	12	5	0.0	432016000	86690000	68604000	72301000	38745000	27458000	33268000	33480000	39616000	31854000				3571
V1.FI08_GL0024762;V1.CD46-0_GL0051169;MH0188_GL0026540	1	1	1	0.0	21769100	0	0	0	5006400	2502500	5720400	4440800	2272400	1826600				3572
MH0188_GL0027133;V1.CD12-3_GL0082702	14	2	0	0.0	519093000	127300000	95348000	128870000	28954000	28785000	27499000	31098000	29450000	21789000				3573
